key,english,hi,te,ta,kn,ml
claim.fallback_step2_suffix,India toll free on Google for the latest number.,नवीनतम नंबर के लिए गूगल पर भारत टोल फ्री।,తాజా నంబర్ కోసం గూగుల్ లో ఇండియా టోల్ ఫ్రీ.,சமீபத்திய எண்ணுக்கு கூகிளில் இந்தியா கட்டணமில்லா கட்டணத்தை செலுத்துகிறது.,ಇತ್ತೀಚಿನ ಸಂಖ್ಯೆಗೆ ಗೂಗಲ್ನಲ್ಲಿ ಭಾರತವು ಟೋಲ್ ಫ್ರೀ ಆಗಿದೆ.,ഏറ്റവും പുതിയ നമ്പറിനായി ഗൂഗിളിൽ ഇന്ത്യ ടോൾ ഫ്രീ.
claim.fallback_step3,"Describe the issue clearly — stick to the defect (how it started, when it started). Don't mention accidental damage even if it occurred.","समस्या का स्पष्ट वर्णन करें-दोष (यह कैसे शुरू हुआ, कब शुरू हुआ) पर टिके रहें। आकस्मिक क्षति का उल्लेख न करें, भले ही यह हुआ हो।","సమస్యను స్పష్టంగా వివరించండి-లోపానికి కట్టుబడి ఉండండి (ఇది ఎలా ప్రారంభమైంది, ఎప్పుడు ప్రారంభమైంది). ఇది సంభవించినప్పటికీ ప్రమాదవశాత్తు నష్టం గురించి ప్రస్తావించవద్దు.","சிக்கலை தெளிவாக விவரிக்கவும்-குறைபாட்டை (அது எப்படி தொடங்கியது, எப்போது தொடங்கியது) ஒட்டிக்கொள்ளுங்கள். அது ஏற்பட்டாலும் தற்செயலான சேதத்தை குறிப்பிட வேண்டாம்.","ಸಮಸ್ಯೆಯನ್ನು ಸ್ಪಷ್ಟವಾಗಿ ವಿವರಿಸಿ-ದೋಷಕ್ಕೆ ಅಂಟಿಕೊಳ್ಳಿ (ಅದು ಹೇಗೆ ಪ್ರಾರಂಭವಾಯಿತು, ಅದು ಪ್ರಾರಂಭವಾದಾಗ). ಅದು ಸಂಭವಿಸಿದರೂ ಆಕಸ್ಮಿಕ ಹಾನಿಯನ್ನು ಉಲ್ಲೇಖಿಸಬೇಡಿ.","പ്രശ്നം വ്യക്തമായി വിവരിക്കുക-വൈകല്യത്തിൽ ഉറച്ചുനിൽക്കുക (അത് എങ്ങനെ ആരംഭിച്ചു, എപ്പോൾ ആരംഭിച്ചു). സംഭവിച്ചാലും ആകസ്മികമായ നാശനഷ്ടങ്ങൾ പരാമർശിക്കരുത്."
claim.fallback_step4,Ask for a job sheet or complaint reference number — this is your proof the claim was registered.,एक जॉब शीट या शिकायत संदर्भ संख्या के लिए पूछें-यह आपका प्रमाण है कि दावा पंजीकृत किया गया था।,జాబ్ షీట్ లేదా ఫిర్యాదు రిఫరెన్స్ నంబర్ కోసం అడగండి-ఇది క్లెయిమ్ నమోదు చేయబడిన మీ రుజువు.,ஒரு வேலை தாள் அல்லது புகார் குறிப்பு எண்ணைக் கேளுங்கள்-இது கோரிக்கை பதிவு செய்யப்பட்டதற்கான உங்கள் ஆதாரம்.,ಜಾಬ್ ಶೀಟ್ ಅಥವಾ ದೂರು ಉಲ್ಲೇಖ ಸಂಖ್ಯೆಯನ್ನು ಕೇಳಿ-ಇದು ಕ್ಲೈಮ್ ಅನ್ನು ನೋಂದಾಯಿಸಲಾಗಿದೆ ಎಂಬುದಕ್ಕೆ ನಿಮ್ಮ ಪುರಾವೆಯಾಗಿದೆ.,ഒരു ജോബ് ഷീറ്റ് അല്ലെങ്കിൽ കംപ്ലയിന്റ് റഫറൻസ് നമ്പർ ചോദിക്കുക-ഇത് ക്ലെയിം രജിസ്റ്റർ ചെയ്ത നിങ്ങളുടെ തെളിവാണ്.
claim.fallback_step5,"If the service centre refuses a valid in-warranty repair, escalate to the National Consumer Helpline: 1800-11-4000 (free call).","यदि सेवा केंद्र वैध वारंटी मरम्मत से इनकार करता है, तो राष्ट्रीय उपभोक्ता हेल्पलाइनः 1800-11-4000 (मुफ्त कॉल) पर जाएं।","సర్వీస్ సెంటర్ చెల్లుబాటు అయ్యే ఇన్-వారంటీ మరమ్మత్తును తిరస్కరిస్తే, నేషనల్ కన్స్యూమర్ హెల్ప్లైన్ః 1800-11-4000 (ఉచిత కాల్) కు ఎస్కలేట్ చేయండి.","சேவை மையம் செல்லுபடியாகும் உத்தரவாத சீரமைப்பை மறுத்தால், தேசிய நுகர்வோர் உதவி எண்ணுக்கு விரைந்து செல்லுங்கள்ஃ 1800-11-4000 (இலவச அழைப்பு).","ಸೇವಾ ಕೇಂದ್ರವು ಮಾನ್ಯವಾದ ಖಾತರಿ ದುರಸ್ತಿಗೆ ನಿರಾಕರಿಸಿದರೆ, ರಾಷ್ಟ್ರೀಯ ಗ್ರಾಹಕ ಸಹಾಯವಾಣಿಃ 1800-11-4000 (ಉಚಿತ ಕರೆ) ಗೆ ವಿಸ್ತರಿಸಿ.","സർവീസ് സെന്റർ സാധുവായ ഇൻ-വാറന്റി അറ്റകുറ്റപ്പണികൾ നിരസിക്കുകയാണെങ്കിൽ, നാഷണൽ കൺസ്യൂമർ ഹെൽപ്പ് ലൈൻഃ 1800-11-4000 (സൌജന്യ കോൾ) ലേക്ക് പോകുക."
claim.fallback_tip,"Tip: Under the Consumer Protection Act 2019, manufacturers must honour warranty commitments. If they don't, you can file a complaint at consumerhelpline.gov.in.","टिपः उपभोक्ता संरक्षण अधिनियम 2019 के तहत, निर्माताओं को वारंटी प्रतिबद्धताओं का सम्मान करना चाहिए। यदि वे नहीं करते हैं, तो आप consumerhelpline.gov.in पर शिकायत दर्ज करा सकते हैं।","చిట్కాః వినియోగదారుల రక్షణ చట్టం 2019 ప్రకారం, తయారీదారులు వారంటీ కట్టుబాట్లను గౌరవించాలి. వారు అలా చేయకపోతే, మీరు consumerhelpline.gov.in వద్ద ఫిర్యాదు చేయవచ్చు.","உதவிக்குறிப்புஃ நுகர்வோர் பாதுகாப்பு சட்டம் 2019 இன் கீழ், உற்பத்தியாளர்கள் உத்தரவாத கடமைகளை மதிக்க வேண்டும். அவர்கள் அவ்வாறு செய்யாவிட்டால், நீங்கள் consumerhelpline.gov.in இல் புகார் அளிக்கலாம்.","ಸಲಹೆಃ ಗ್ರಾಹಕ ಸಂರಕ್ಷಣಾ ಕಾಯ್ದೆ 2019 ರ ಅಡಿಯಲ್ಲಿ, ತಯಾರಕರು ವಾರಂಟಿ ಬದ್ಧತೆಗಳನ್ನು ಗೌರವಿಸಬೇಕು. ಅವರು ಮಾಡದಿದ್ದರೆ, ನೀವು consumerhelpline.gov.in ನಲ್ಲಿ ದೂರು ಸಲ್ಲಿಸಬಹುದು.","നുറുങ്ങ്ഃ ഉപഭോക്തൃ സംരക്ഷണ നിയമം 2019 പ്രകാരം, നിർമ്മാതാക്കൾ വാറന്റി പ്രതിബദ്ധതകൾ പാലിക്കണം. അവർ അങ്ങനെ ചെയ്യുന്നില്ലെങ്കിൽ, നിങ്ങൾക്ക് consumerhelpline.gov.in ൽ പരാതി നൽകാം."
account.signed_out_toast,Signed out,हस्ताक्षरित किया गया,సంతకం చేయబడింది,கையொப்பமிடப்பட்டது,ಸಹಿ ಹಾಕಲಾಗಿದೆ,സൈൻ ഔട്ട് ചെയ്തു
account.subtitle,Settings and preferences,सेटिंग्स और वरीयताएँ,సెట్టింగులు మరియు ప్రాధాన్యతలు,அமைப்புகள் மற்றும் விருப்பங்கள்,ಸೆಟ್ಟಿಂಗ್ಗಳು ಮತ್ತು ಆದ್ಯತೆಗಳು,ക്രമീകരണങ്ങളും മുൻഗണനകളും
account.smart_devices_label,Smart Devices,स्मार्ट उपकरण,స్మార్ట్ పరికరాలు,ஸ்மார்ட் சாதனங்கள்,ಸ್ಮಾರ್ಟ್ ಸಾಧನಗಳು,സ്മാർട്ട് ഉപകരണങ്ങൾ
account.plan_label,Plan,योजना,ప్రణాళిక,திட்டம்,ಯೋಜನೆ,പ്ലാൻ
account.upgrade_to_pro,Upgrade to Pro,प्रो में अपग्रेड करें,ప్రో కు అప్గ్రేడ్ చేయండి,புரோவுக்கு மேம்படுத்தவும்,ಪ್ರೊಗೆ ಅಪ್ಗ್ರೇಡ್ ಮಾಡಿ,പ്രോയിലേക്ക് അപ്ഗ്രേഡ് ചെയ്യുക
account.upgrade_to_pro_desc,Unlimited products · Family Vault · ₹149/month,असीमित उत्पाद · पारिवारिक वॉल्ट · ₹149/माह,అపరిమిత ఉత్పత్తులు · ఫ్యామిలీ వాల్ట్ · ₹ 149/నెల,வரம்பற்ற தயாரிப்புகள் · குடும்ப வால்ட் · ₹ 149/மாதம்,ಅನಿಯಮಿತ ಉತ್ಪನ್ನಗಳು · ಫ್ಯಾಮಿಲಿ ವಾಲ್ಟ್ · ₹ 149/ತಿಂಗಳು,പരിധിയില്ലാത്ത ഉൽപ്പന്നങ്ങൾ · ഫാമിലി വോൾട്ട് · ₹149/മാസം
account.notifications_header,Notifications,अधिसूचनाएँ,నోటిఫికేషన్లు,அறிவிப்புகள்,ಅಧಿಸೂಚನೆಗಳು,അറിയിപ്പുകൾ
account.pwa_push_note,Push notifications require installing QuickScanZ to your home screen (PWA).,पुश नोटिफिकेशन के लिए क्विकस्कैनज़ को आपके होम स्क्रीन (पी. डब्ल्यू. ए.) पर इंस्टॉल करने की आवश्यकता होती है।,పుష్ నోటిఫికేషన్లకు మీ హోమ్ స్క్రీన్ (PWA) కు QuickScanZ ను ఇన్స్టాల్ చేయడం అవసరం.,புஷ் அறிவிப்புகள் உங்கள் முகப்புத் திரையில் (PWA) QuickScanZ ஐ நிறுவ வேண்டும்.,ಪುಶ್ ಅಧಿಸೂಚನೆಗಳು ನಿಮ್ಮ ಹೋಮ್ ಸ್ಕ್ರೀನ್ (PWA) ಗೆ QuickScanZ ಅನ್ನು ಇನ್ಸ್ಟಾಲ್ ಮಾಡಬೇಕಾಗುತ್ತದೆ.,പുഷ് അറിയിപ്പുകൾക്ക് നിങ്ങളുടെ ഹോം സ്ക്രീനിൽ (PWA) QuickScanZ ഇൻസ്റ്റാൾ ചെയ്യേണ്ടതുണ്ട്.
account.features_header,Warranty Features,वारंटी फीचर्स,వారంటీ ఫీచర్స్,உத்தரவாத அம்சங்கள்,ಖಾತರಿ ವೈಶಿಷ್ಟ್ಯಗಳು,വാറന്റി സവിശേഷതകൾ
account.menu_all_products,All Products,सभी उत्पाद,అన్ని ఉత్పత్తులు,அனைத்து தயாரிப்புகளும்,ಎಲ್ಲಾ ಉತ್ಪನ್ನಗಳು,എല്ലാ ഉൽപ്പന്നങ്ങളും
account.menu_lifecycle,Product Lifecycle,उत्पाद जीवन चक्र,ఉత్పత్తి జీవిత చక్రం,தயாரிப்பு வாழ்க்கைச் சுழற்சி,ಉತ್ಪನ್ನ ಜೀವನಚಕ್ರ,ഉൽപ്പന്ന ജീവിതചക്രം
account.menu_claim_assistant,AI Claim Assistant,ए. आई. दावा सहायक,AI క్లెయిమ్ అసిస్టెంట్,AI உரிமைகோரல் உதவியாளர்,ಎಐ ಕ್ಲೈಮ್ ಅಸಿಸ್ಟೆಂಟ್,എഐ ക്ലെയിം അസിസ്റ്റന്റ്
account.intelligence_header,Intelligence,बुद्धिमत्ता,తెలివితేటలు,நுண்ணறிவு,ಬುದ್ಧಿವಂತಿಕೆ,ഇന്റലിജൻസ്
account.intelligence_phase2_note,Phase 2 — now available,चरण 2-अब उपलब्ध,దశ 2-ఇప్పుడు అందుబాటులో ఉంది,கட்டம் 2-இப்போது கிடைக்கிறது,ಹಂತ 2-ಈಗ ಲಭ್ಯವಿದೆ,ഘട്ടം 2-ഇപ്പോൾ ലഭ്യമാണ്
account.menu_compare,Compare Products,उत्पादों की तुलना करें,ఉత్పత్తులను పోల్చండి,தயாரிப்புகளை ஒப்பிட்டுப் பாருங்கள்,ಉತ್ಪನ್ನಗಳನ್ನು ಹೋಲಿಸಿ,ഉൽപ്പന്നങ്ങൾ താരതമ്യം ചെയ്യുക
account.menu_buying_assistant,Buying Assistant,सहायक खरीदना,కొనుగోలు సహాయకుడు,உதவியாளரை வாங்குதல்,ಖರೀದಿ ಸಹಾಯಕ,അസിസ്റ്റന്റ് വാങ്ങൽ
account.menu_energy,Energy Monitor,ऊर्जा मॉनिटर,ఎనర్జీ మానిటర్,ஆற்றல் கண்காணிப்பு,ಎನರ್ಜಿ ಮಾನಿಟರ್,എനർജി മോണിറ്റർ
account.menu_smart_devices,Smart Devices,स्मार्ट उपकरण,స్మార్ట్ పరికరాలు,ஸ்மார்ட் சாதனங்கள்,ಸ್ಮಾರ್ಟ್ ಸಾಧನಗಳು,സ്മാർട്ട് ഉപകരണങ്ങൾ
account.menu_iot_hub,IoT Hub,आईओटी हब,ఐఓటీ హబ్,ஐஓடி ஹப்,ಐಒಟಿ ಹಬ್,ഐഒടി ഹബ്
account.menu_family_vault,Family Vault,पारिवारिक वॉल्ट,ఫ్యామిలీ వాల్ట్,குடும்ப வால்ட்,ಫ್ಯಾಮಿಲಿ ವಾಲ್ಟ್,ഫാമിലി വോൾട്ട്
account.billing_header,Billing,बिलिंग,బిల్లింగ్,பில்லிங்,ಬಿಲ್ಲಿಂಗ್,ബില്ലിംഗ്
account.plan_manage,Plan · Manage,योजना · प्रबंधित करें,ప్రణాళిక · నిర్వహించండి,திட்டம் · நிர்வகிக்கவும்,ಯೋಜನೆ · ನಿರ್ವಹಿಸಿ,പ്ലാൻ · മാനേജ് ചെയ്യുക
account.upgrade_view_plans,View Plans & Upgrade,योजनाएं देखें और अपग्रेड करें,ప్రణాళికలను వీక్షించండి & అప్గ్రేడ్ చేయండి,திட்டங்களை பார்க்கவும் & மேம்படுத்தவும்,ಯೋಜನೆಗಳನ್ನು ವೀಕ್ಷಿಸಿ & ಅಪ್ಗ್ರೇಡ್ ಮಾಡಿ,പ്ലാനുകൾ കാണുക & അപ്ഗ്രേഡ് ചെയ്യുക
account.legal_header,Legal,कानूनी,చట్టపరమైన,சட்டபூர்வமான,ಕಾನೂನುಬದ್ಧ,നിയമപരമായി
account.privacy_policy,Privacy Policy,गोपनीयता नीति,గోప్యతా విధానం,தனியுரிமைக் கொள்கை,ಗೌಪ್ಯತೆ ನೀತಿ,സ്വകാര്യതാ നയം
account.about_app,About QuickScanZ,QuickScanZ के बारे में,QuickScanZ గురించి,QuickScanZ பற்றி,QuickScanZ ಬಗ್ಗೆ,QuickScanZ നെക്കുറിച്ച്
account.signing_out,Signing out...,साइन आउट करते हुए...,సైన్ అవుట్ చేస్తున్న...,கையொப்பமிடுவது...,ಸೈನ್ ಔಟ್ ಆಗುತ್ತಿದೆ...,സൈൻ ഔട്ട് ചെയ്യുന്നു...
account.sign_out_btn,Sign out,साइन आउट करें,సైన్ అవుట్ చేయండి,உள்நுழையுங்கள்,ಸೈನ್ ಔಟ್ ಮಾಡಿ,സൈൻ ഔട്ട് ചെയ്യുക
account.danger_zone,Danger zone,खतरा क्षेत्र,ప్రమాద ప్రాంతం,ஆபத்து மண்டலம்,ಅಪಾಯ ವಲಯ,അപകട മേഖല
account.delete_account_btn,Request account deletion,खाता हटाने का अनुरोध करें,ఖాతాను తొలగించమని అభ్యర్థించండి,கணக்கு நீக்கக் கோருவது,ಖಾತೆಯನ್ನು ಅಳಿಸಲು ವಿನಂತಿಸಿ,അക്കൌണ്ട് ഇല്ലാതാക്കാൻ അഭ്യർത്ഥിക്കുക
dashboard.stats_sub_products,products,उत्पाद,ఉత్పత్తులు,தயாரிப்புகள்,ಉತ್ಪನ್ನಗಳು,ഉൽപ്പന്നങ്ങൾ
dashboard.stats_sub_warranties,warranties,वारंटी,వారంటీలు,உத்தரவாதங்கள்,ಖಾತರಿ ಕರಾರುಗಳು,വാറണ്ടികൾ
dashboard.stats_sub_within_30d,within 30d,30 डी के भीतर,30d లోపల,30d க்குள்,30ಡಿ ಒಳಗೆ,30 ഡി-യ്ക്കുള്ളിൽ
product.expires_on,Expires,समाप्त हो जाता है,గడువు ముగుస్తుంది,காலாவதியாகும்,ಅವಧಿ ಮುಗಿಯುತ್ತದೆ,കാലാവധി അവസാനിക്കുന്നു
product.purchased_at_val,Purchased at,पर खरीदा गया,వద్ద కొనుగోలు చేయబడింది,இல் வாங்கப்பட்டது,ನಲ್ಲಿ ಖರೀದಿಸಲಾಗಿದೆ,ൽ വാങ്ങി
product.est_value,Est. value,अनुमानित मूल्य,ఎస్ట్ విలువ,எஸ்ட் மதிப்பு,ಅಂದಾಜು ಮೌಲ್ಯ,എസ്. ടി. മൂല്യം
product.share_whatsapp_aria,Share warranty on WhatsApp,WhatsApp पर शेयर करें वारंटी,వాట్సాప్ లో షేర్ వారంటీ,வாட்ஸ்அப்பில் பகிர்வு உத்தரவாதம்,ವಾಟ್ಸಾಪ್ನಲ್ಲಿ ಶೇರ್ ವಾರಂಟಿ,വാട്ട്സ്ആപ്പിൽ ഷെയർ വാറന്റി
product.whatsapp_share_message,Hey! I just logged our *{name}* ({brand}) warranty on QuickScanZ — it expires on {expiry}. You can track it here: https://quickscanz.app,अरे! मैंने अभी-अभी QuickScanZ पर अपनी * {name} * ({brand}) वारंटी लॉग की है-यह {expiry} पर समाप्त हो जाती है। आप इसे यहाँ ट्रैक कर सकते हैंः https://quickscanz.app,హే! నేను క్విక్స్కాన్జెడ్లో మా * {పేరు} * ({బ్రాండ్}) వారంటీని లాగిన్ చేశాను-ఇది {గడువు ముగిసే సమయానికి ముగుస్తుంది. మీరు దీన్ని ఇక్కడ ట్రాక్ చేయవచ్చుః https://quickscanz.app,ஏய்! நான் இப்போதுதான் QuickScanZ இல் எங்கள் * {பெயர்} * ({பிராண்ட்}) உத்தரவாதத்தை பதிவு செய்தேன்-அது {காலாவதி} இல் காலாவதியாகும். நீங்கள் அதை இங்கே கண்காணிக்கலாம்ஃ https://quickscanz.app,ಹೇ! ನಾನು ಈಗಷ್ಟೇ ನಮ್ಮ * {name} * ({brand}) ಖಾತರಿಯನ್ನು QuickScanZ ನಲ್ಲಿ ಲಾಗ್ ಮಾಡಿದ್ದೇನೆ-ಅದು {expiry} ನಲ್ಲಿ ಮುಕ್ತಾಯಗೊಳ್ಳುತ್ತದೆ. ನೀವು ಅದನ್ನು ಇಲ್ಲಿ ಟ್ರ್ಯಾಕ್ ಮಾಡಬಹುದುಃ https://quickscanz.app,ഹേയ്! ഞാൻ QuickScanZ-ൽ ഞങ്ങളുടെ * {name} * ({brand}) വാറന്റി ലോഗിൻ ചെയ്തു-അത് {expiry}-ൽ അവസാനിക്കുന്നു. നിങ്ങൾക്ക് ഇത് ഇവിടെ ട്രാക്ക് ചെയ്യാംഃ https://quickscanz.app
category.electronics,Electronics,इलेक्ट्रॉनिक्स,ఎలక్ట్రానిక్స్,எலக்ட்ரானிக்ஸ்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,ഇലക്ട്രോണിക്സ്
category.appliance,Appliance,उपकरण,పరికరాలు,கருவிகள்,ಉಪಕರಣಗಳು,ഉപകരണങ്ങൾ
category.vehicle,Vehicle,वाहन,వాహనం,வாகனம்..............................................................................................................................................................................................................................................................,ವಾಹನ,വാഹനം
category.furniture,Furniture,फर्नीचर,ఫర్నిచర్,தளபாடங்கள்,ಪೀಠೋಪಕರಣಗಳು,ഫർണിച്ചറുകൾ
category.other,Other,अन्य,ఇతర,மற்றவை,ಇತರ,മറ്റുള്ളവ
